DOI,Fig1,Date Published,Author,Cell Type,Salt Conc (M),Electrolyte Salt,Electrolyte Solvent,Proton Donor,Proton Conc (vol%),Alpha,FE%,Rate (nmol/s-cm2),EE%,Current Density (mA/cm2),Passed Charge (C),Applied Voltage (V vs Li+/Li),N2 Pressure (atm/bar),Working Electrode,SSC GDE size (um),Electrode Area (cm2),Other comments
,y,2019-5-22,Andersen and Chorkendorff 2,Glass cell,0.2,LiClO4,THF,EtOH,1,1,7,0.483674600312039,,2,20,,1,Mo foil,,,
https://pubs.acs.org/doi/10.1021/acsenergylett.2c02697,y,2023-1-18,Tort and Stephens,Compartment cell,1,LiNTf2,THF,EtOH,1,0.1,5.56666666666667,0.0192318233933597,,0.1,10,,1,Mo,,1,
,y,2023-1-18,Tort and Stephens,Compartment cell,1,LiNTf2,THF,EtOH,1,0.2,3.16666666666667,0.0218805176331637,,0.2,10,,1,Mo,,1,
,y,2023-1-18,Tort and Stephens,Compartment cell,1,LiNTf2,THF,EtOH,1,0.3,7,0.12091865007801,,0.5,10,,1,Mo,,1,
,y,2023-1-18,Tort and Stephens,Compartment cell,1,LiNTf2,THF,EtOH,1,0.4,7.13333333333333,0.246443724920896,,1,10,,1,Mo,,1,
,y,2023-1-18,Tort and Stephens,Compartment cell,1,LiNTf2,THF,EtOH,1,0.6,7.16666666666667,0.495190662224231,,2,10,,1,Mo,,1,
,y,2023-1-18,Tort and Stephens,Compartment cell,1,LiNTf2,THF,EtOH,1,0.8,7.93333333333333,1.37041136755078,,5,10,,1,Mo,,1,
,y,2023-1-18,Tort and Stephens,Compartment cell,1,LiNTf2,THF,EtOH,1,1,7.86666666666667,2.71779061127717,,10,10,,1,Mo,,1,
https://pubs.rsc.org/en/Content/ArticleLanding/2022/FD/D2FD00156J,y,2022-11-22,Westhead and Stephens 3,Glass cell,0.6,LiClO4,THF,EtOH,0.5,1,6.5,0.449126414575465,,2,5,,1,Mo,,1,
https://pubs.acs.org/doi/10.1021/acs.jpcc.1c02494?goto=supporting-info,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,1,1,10,,,,1.2,-1.1,2,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,34,,,,2.6,-1.5,2,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,30,,,,3.8,-1.37,2,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,29,,,,6.7,-1.15,2,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,34,,,,8.2,-0.98,2,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,25,,,,47,,2,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,25,,,,7.4,-0.5,1,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,36,,,,5.4,-1.06,1,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,32,,,,7.4,-0.75,2,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,34,,,,8.2,-0.83,2,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,38,,,,6.3,-0.87,2,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,26.6,,,,7,-0.86,2,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,29,,,,7.4,-0.74,2,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,52,,,,8.1,-0.79,4.5,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,29,,,,5.7,-0.74,4.5,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,31,,,,5,-0.72,4.5,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,33,,,,5.6,-0.64,4.5,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,29,,,,7.2,-0.9,10,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,34.7,,,,7.9,-0.68,15,Cu,,1.5,
,,2021-5-24,Cherepanov and MacFarlane,Autoclave,0.2,LiOTf,THF,EtOH ,,,31,,,,8.2,-0.66,15,Cu,,1.5,
